timestamp,close,high,low,trade_count,open,volume,vwap,symbol
2016-01-26 19:17:00+00:00,189.91,189.95,189.88,735,189.94,140837,189.913009,SPY
2016-01-26 19:18:00+00:00,189.8308,189.94,189.815,610,189.91,122272,189.896539,SPY
2016-01-26 19:19:00+00:00,189.87,189.88,189.8,541,189.8308,93039,189.837399,SPY
2016-01-26 19:20:00+00:00,189.8,189.87,189.7941,650,189.86,121541,189.835409,SPY
2016-01-26 19:21:00+00:00,189.91,189.94,189.78,896,189.8,205370,189.844073,SPY
2016-01-26 19:22:00+00:00,189.92,189.98,189.88,832,189.905,154657,189.937566,SPY
2016-01-26 19:23:00+00:00,189.92,189.95,189.9,397,189.92,87107,189.925592,SPY
2016-01-26 19:24:00+00:00,189.95,189.97,189.91,729,189.93,188109,189.930347,SPY
2016-01-26 19:25:00+00:00,189.83,189.96,189.79,657,189.95,113874,189.8731,SPY
2016-01-26 19:26:00+00:00,189.82,189.835,189.77,542,189.82,84735,189.805361,SPY
2016-01-26 19:27:00+00:00,189.81,189.876,189.8,974,189.82,250211,189.833295,SPY
2016-01-26 19:28:00+00:00,189.63,189.81,189.625,1212,189.81,279087,189.672295,SPY
2016-01-26 19:29:00+00:00,189.67,189.72,189.62,1024,189.63,266537,189.660375,SPY
2016-01-26 19:30:00+00:00,189.68,189.71,189.63,804,189.66,197609,189.677269,SPY
2016-01-26 19:31:00+00:00,189.7457,189.75,189.68,703,189.68,149324,189.723959,SPY
2016-01-26 19:32:00+00:00,189.79,189.82,189.73,567,189.7414,123617,189.781712,SPY
2016-01-26 19:33:00+00:00,189.75,189.815,189.73,747,189.79,165609,189.792342,SPY
2016-01-26 19:34:00+00:00,189.7,189.78,189.68,971,189.74,182938,189.722287,SPY
2016-01-26 19:35:00+00:00,189.63,189.72,189.61,1032,189.69,203254,189.650642,SPY
2016-01-26 19:36:00+00:00,189.5079,189.63,189.48,1539,189.62,405234,189.535277,SPY
2016-01-26 19:37:00+00:00,189.56,189.5989,189.5,699,189.51,194944,189.547436,SPY
2016-01-26 19:38:00+00:00,189.64,189.68,189.57,800,189.57,224847,189.625433,SPY
2016-01-26 19:39:00+00:00,189.67,189.7,189.64,804,189.65,149809,189.673522,SPY
2016-01-26 19:40:00+00:00,189.805,189.815,189.63,788,189.66,166839,189.704913,SPY
2016-01-26 19:41:00+00:00,189.84,189.87,189.78,1207,189.8,270040,189.818211,SPY
2016-01-26 19:42:00+00:00,189.85,189.875,189.84,586,189.84,135845,189.855234,SPY
2016-01-26 19:43:00+00:00,189.81,189.85,189.79,1003,189.85,187545,189.821151,SPY
2016-01-26 19:44:00+00:00,189.86,189.87,189.81,806,189.81,174578,189.840118,SPY
2016-01-26 19:45:00+00:00,189.73,189.88,189.72,1030,189.87,211246,189.804811,SPY
2016-01-26 19:46:00+00:00,189.7,189.74,189.69,854,189.725,172899,189.720247,SPY
